"values","treatment","group"
"248","1.63229377752037","A","1"
"249","0.767092469569581","A","1"
"250","2.4128510078416","A","1"
"251","3.82290082204544","A","1"
"252","2.0496085254731","A","1"
"253","1.85315836487562","A","1"
"254","2.53593168538561","A","1"
"255","0.634109382033581","A","1"
"256","0.830941983320491","A","1"
"257","1.77150932589819","A","1"
"258","3.79146969121252","A","1"
"259","-0.0505979663600926","A","1"
"260","1.94070897312501","A","1"
"261","4.25213347607246","A","1"
"262","0.707436880218919","A","1"
"263","2.41818343470507","A","1"
"264","1.75181895100102","A","1"
"265","1.6537801224708","A","1"
"266","2.44567149673627","A","1"
"267","0.949187749343529","A","1"
"268","1.23306350257585","A","1"
"269","2.22877205182982","A","1"
"270","2.94714158519103","A","1"
"271","3.25506279339727","A","1"
"272","1.80103963806943","A","1"
"273","2.04867631429125","A","1"
"274","1.86706445140007","A","1"
"275","3.70552074814666","A","1"
"276","1.57868727367515","A","1"
"277","2.11697942904636","A","1"
"278","2.41171138210487","A","1"
"279","0.707000361318882","A","1"
"280","0.246289820915431","A","1"
"281","2.60097219720955","A","1"
"282","0.52272201021203","A","1"
"283","0.132886887634589","A","1"
"284","2.62579093551584","A","1"
"285","2.88571302216461","A","1"
"286","1.23948463921875","A","1"
"287","1.58752883325862","A","1"
"288","0.0525514950768275","A","1"
"289","2.03703143375688","A","1"
"290","1.17799793749389","A","1"
"291","0.918467624355688","A","1"
"292","0.906944587028588","A","1"
"293","3.17761838556803","A","1"
"294","1.88935697165252","A","1"
"295","5.0282698470593","A","1"
"296","1.43427148407242","A","1"
"297","2.51528471836188","A","1"
"298","2.00970157129077","A","1"
"299","1.86700224558466","A","1"
"300","2.54371531103069","A","1"
"301","2.85835162174169","A","1"
"302","2.00051251567999","A","1"
"303","1.52840545950664","A","1"
"304","2.09471549338118","A","1"
"305","0.201123742970482","A","1"
"306","2.29006244085104","A","1"
"307","1.07507416924342","A","1"
"308","1.03163570079447","A","1"
"309","3.58776246096677","A","1"
"310","3.80610673190751","A","1"
"311","2.00751773301043","A","1"
"312","1.71625951837849","A","1"
"313","3.47291020238159","A","1"
"314","2.30178488260063","A","1"
"315","1.11262672630786","A","1"
"316","1.62144894806206","A","1"
"317","2.45804551780143","A","1"
"318","1.9468363977824","A","1"
"319","2.40707340987551","A","1"
"320","1.5890153108278","A","1"
"321","2.84754056256807","A","1"
"322","1.64965334675196","A","1"
"323","1.44437704004535","A","1"
"324","1.20015854460441","A","1"
"325","3.72045899675391","A","1"
"326","2.85202380594893","A","1"
"327","2.67612387233027","A","1"
"328","1.03270534392777","A","1"
"329","-0.852451440135738","A","1"
"330","2.07122488248545","A","1"
"331","2.00783150240292","A","1"
"332","2.5079504446131","A","1"
"333","2.49621826979388","A","1"
"334","3.31430738591739","A","1"
"335","3.40719151500189","A","1"
"336","4.8544930178656","A","1"
"337","2.57521049920016","A","1"
"338","2.03537893836712","A","1"
"339","2.94379086909483","A","1"
"340","1.28526967441425","A","1"
"341","0.267119908919832","A","1"
"342","1.42286256882881","A","1"
"343","0.884655289456903","A","1"
"344","3.82205942611983","A","1"
"345","1.66166812423203","A","1"
"346","2.68838561949728","A","1"
"347","2.83018561802922","A","1"
"348","3.19075162882301","A","1"
"349","1.60881707227384","A","1"
"350","1.07098836143617","A","1"
"351","2.03312246379158","A","1"
"352","1.66001420129369","A","1"
"353","1.55798944697243","A","1"
"354","3.69224872932065","A","1"
"355","1.26527099225703","A","1"
"356","3.36655471770868","A","1"
"357","1.44445994833304","A","1"
"358","2.31796297550765","A","1"
"359","3.26275490586714","A","1"
"360","2.98295882950321","A","1"
"361","3.34300593711229","A","1"
"362","2.39689479649096","A","1"
"363","2.97298797804709","A","1"
"364","2.87009584960202","A","1"
"365","0.747378276142926","A","1"
"366","1.92339890347083","A","1"
"367","4.15285638397961","A","1"
"368","0.776395594604668","A","1"
"369","2.55976089481134","A","1"
"370","1.31188780972013","A","1"
"371","0.938847336508478","A","1"
"372","1.74264183695447","A","1"
"373","1.90888718720484","A","1"
"374","1.40739978159053","A","1"
"375","2.12922791255056","A","1"
"376","3.41665946339526","A","1"
"377","1.40524287459427","A","1"
"378","3.78623004940072","A","1"
"379","1.89086323341888","A","1"
"380","2.06184460252448","A","1"
"381","2.97111201026525","A","1"
"382","2.77203748620915","A","1"
"383","1.70294594300723","A","1"
"384","1.85804712911884","A","1"
"385","1.64167643073497","A","1"
"386","2.3144117145992","A","1"
"387","2.75475994687945","A","1"
"388","0.213292772746957","A","1"
"389","1.96315289398508","A","1"
"390","1.151057043913","A","1"
"391","1.38655521945291","A","1"
"392","1.64887592780759","A","1"
"393","0.945938234882875","A","1"
"394","0.487685787482938","A","1"
"395","1.76330656972516","A","1"
"396","1.21727460815065","A","1"
"397","4.31300794574898","A","1"
"398","2.8087110109384","A","1"
"399","0.741821922050796","A","1"
"400","1.95170086848493","A","1"
"401","3.60991611846538","A","1"
"402","2.73954238265313","A","1"
"403","1.6752130049798","A","1"
"404","1.10460481126043","A","1"
"405","1.02934930098955","A","1"
"406","0.539935441635245","A","1"
"407","2.57327133996304","A","1"
"408","2.79164159702338","A","1"
"409","3.53454311659089","A","1"
"410","2.16155383567809","A","1"
"411","3.30768653123796","A","1"
"412","2.96326398095896","A","1"
"413","0.792654240278019","A","1"
"414","4.05027459586128","A","1"
"415","3.72755793354358","A","1"
"416","3.8406100866575","A","1"
"417","0.462169047150758","A","1"
"418","0.937836692228759","A","1"
"419","1.57638207625193","A","1"
"420","1.95197925280795","A","1"
"421","2.84222854896778","A","1"
"422","3.48675078981649","A","1"
"423","2.19075298774045","A","1"
"424","2.28523169049247","A","1"
"425","1.01151456913287","A","1"
"426","2.45497291276442","A","1"
"427","0.525663965435143","A","1"
"428","1.85469617651283","A","1"
"429","3.37644916950744","A","1"
"430","0.849222331660844","A","1"
"431","1.32249785538345","A","1"
"432","2.52346409300799","A","1"
"433","2.44399499327859","A","1"
"434","1.57649126719239","A","1"
"435","1.94042901352812","A","1"
"436","1.74936089330025","A","1"
"437","3.29285155345173","A","1"
"438","-0.380370859143564","A","1"
"439","1.94506523609585","A","1"
"440","2.73570443452961","A","1"
"441","2.59459480522983","A","1"
"442","1.87105665898447","A","1"
"443","1.6192193801287","A","1"
"444","3.26312715610813","A","1"
"445","1.09617071158443","A","1"
"446","1.1859757520204","A","1"
"447","-0.45094279546566","A","1"
"448","1.64697722955475","A","1"
"449","3.82994873415207","A","1"
"450","1.80505653458035","A","1"
"451","3.28063411624735","A","1"
"452","3.10696957754425","A","1"
"453","1.2556725614729","A","1"
"454","1.89706659607316","A","1"
"455","1.25813252483157","A","1"
"456","0.968090476838282","A","1"
"457","1.87843827692333","A","1"
"458","2.03630586241056","A","1"
"459","2.31449971280886","A","1"
"460","0.757539391842416","A","1"
"461","1.38742549949921","A","1"
"462","2.98114637227513","A","1"
"463","1.86972310413012","A","1"
"464","3.13948938097703","A","1"
"465","2.72791575449083","A","1"
"466","-0.0351898302187492","A","1"
"467","2.81070545339433","A","1"
"468","1.23479951204233","A","1"
"469","1.30485456727508","A","1"
"470","2.76271049989016","A","1"
"471","2.46047185899144","A","1"
"472","0.991565683228699","A","1"
"473","0.979563411243275","A","1"
"474","2.27109537179304","A","1"
"475","1.13008354299215","A","1"
"476","0.206324894733874","A","1"
"477","2.12555781314026","A","1"
"478","1.76635861673441","A","1"
"479","1.61215825370221","A","1"
"480","1.32205370054532","A","1"
"481","2.19128317633174","A","1"
"482","2.80789838713345","A","1"
"483","3.5782056721862","A","1"
"484","1.7486173699805","A","1"
"485","0.682743305473003","A","1"
"486","1.57785351281812","A","1"
"487","1.92371060456749","A","1"
"488","2.91292070857355","A","1"
"489","0.593701031341331","A","1"
"490","0.851933364917881","A","1"
"491","1.60236091281566","A","1"
"492","1.25601242433044","A","1"
"493","2.04596407646872","A","1"
"494","2.52410196506812","A","1"
"495","2.91659707082016","A","1"
"496","0.0712651457729503","A","1"
"497","1.8911810948273","A","1"
"498","3.34341617398427","A","1"
"499","1.24167479834391","A","1"
"500","0.754001018170392","A","1"
"501","0.63609737250757","A","1"
"502","1.33009608894466","A","1"
"503","2.91922338530174","A","1"
"504","0.894797271894462","A","1"
"505","2.21721802128443","A","1"
"506","2.89299820389979","A","1"
"507","2.81326075186551","A","1"
"508","2.91016301454838","A","1"
"509","0.650779888981299","A","1"
"510","2.64954721331034","A","1"
"511","0.408659442180372","A","1"
"512","2.55815235203835","A","1"
"513","3.83170175791799","A","1"
"514","1.89867094055222","A","1"
"515","0.285326902385487","A","1"
"516","1.1762465340805","A","1"
"517","2.67963647357938","A","1"
"518","0.520999144387308","A","1"
"519","2.5642910239997","A","1"
"520","1.41161606664525","A","1"
"521","3.25156888225002","A","1"
"522","2.96503248004625","A","1"
"523","2.77107993357619","A","1"
"524","3.222252796159","A","1"
"525","0.315475153064709","A","1"
"526","3.17814422151609","A","1"
"527","2.26662395818358","A","1"
"528","1.88326324519786","A","1"
"529","0.256864613216759","A","1"
"530","1.94618374792808","A","1"
"531","0.616469638965223","A","1"
"532","2.04640292269064","A","1"
"533","1.6732023264242","A","1"
"534","3.24034861755681","A","1"
"535","2.74845853237524","A","1"
"536","3.91498696939163","A","1"
"537","1.11332614068554","A","1"
"538","2.84091825937273","A","1"
"539","0.576590197957083","A","1"
"540","3.23649612332183","A","1"
"541","2.14723123697596","A","1"
"542","1.44310261112524","A","1"
"543","3.23707894846646","A","1"
"544","2.15681382578647","A","1"
"545","1.98590255813762","A","1"
"546","2.65487372068674","A","1"
"547","1.94133173224807","A","1"
"548","2.93760848509786","A","1"
"549","1.55594327180014","A","1"
"550","1.88627931261138","A","1"
"551","1.40389346195694","A","1"
"552","3.62856221899504","A","1"
"553","2.66374787087897","A","1"
"554","2.95021540058594","A","1"
"555","4.21739094109575","A","1"
"556","0.430566377746082","A","1"
"557","2.56286728454825","A","1"
"558","1.21817340693863","A","1"
"559","-0.0815155305755004","A","1"
"560","4.33620888392036","A","1"
"561","3.28411226625908","A","1"
"562","2.35785157657895","A","1"
"563","1.58743815205621","A","1"
"564","2.32706132189887","A","1"
"565","0.834390199428639","A","1"
"566","2.54068257915924","A","1"
"567","0.88665365973853","A","1"
"568","2.10680979993283","A","1"
"569","1.02761930086646","A","1"
"570","2.11294959000424","A","1"
"571","3.09542116882188","A","1"
"572","1.4478973199458","A","1"
"573","2.69770584084756","A","1"
"574","0.115369577315646","A","1"
"575","2.86305730126472","A","1"
"576","1.59514305596099","A","1"
"577","1.75045837549399","A","1"
"578","1.3861971445508","A","1"
"579","3.80620050283539","A","1"
"580","2.01048623070968","A","1"
"581","1.75749543025699","A","1"
"582","2.93949011122984","A","1"
"583","2.34155030066265","A","1"
"584","0.970547948958119","A","1"
"585","2.47601550241023","A","1"
"586","1.97705205122867","A","1"
"587","2.49205792958729","A","1"
"588","1.90192594107928","A","1"
"589","2.89164822365564","A","1"
"590","2.58107779010869","A","1"
"591","1.59904475243911","A","1"
"592","1.36589972970467","A","1"
"593","2.85075433299072","A","1"
"594","0.754925060528556","A","1"
"595","1.17924506413643","A","1"
"596","1.88480726373814","A","1"
"597","1.23898855121801","A","1"
"598","0.655083358797829","A","1"
"599","1.85618729519362","A","1"
"600","3.62246438280546","A","1"
"601","1.14693241968801","A","1"
"602","3.17968503990798","A","1"
"603","0.0949803792805135","A","1"
"604","1.9262868631995","A","1"
"605","2.07426970418078","A","1"
"606","1.07887753824469","A","1"
"607","1.65443818277796","A","1"
"608","1.2529746615801","A","1"
"609","2.85802327420246","A","1"
"610","3.24034172702521","A","1"
"611","1.84396531089075","A","1"
"612","1.56183331664839","A","1"
"613","1.16437612966333","A","1"
"614","0.974076994692687","A","1"
"615","2.05296510834688","A","1"
"616","1.71574958948311","A","1"
"617","1.31684689963757","A","1"
"618","1.30027862583266","A","1"
"619","1.40192969682758","A","1"
"620","2.52049622172941","A","1"
"621","2.04447683349089","A","1"
"622","1.8732909224025","A","1"
"623","3.87280221159371","A","1"
"624","2.01568526412171","A","1"
"625","2.80843696605805","A","1"
"626","1.47132474826933","A","1"
"627","1.19169901843298","A","1"
"628","1.39184069643468","A","1"
"629","2.10034881300917","A","1"
"630","2.26061070023165","A","1"
"631","2.26253721525435","A","1"
"632","2.75555745250625","A","1"
"633","2.57846964541927","A","1"
"634","1.89501047197759","A","1"
"635","2.42511074057918","A","1"
"636","2.50742962759196","A","1"
"637","1.80196171019178","A","1"
"638","2.90444851827215","A","1"
"639","2.46323578594309","A","1"
"640","1.70516928031119","A","1"
"641","2.45503492480527","A","1"
"642","0.787823793237031","A","1"
"643","2.0415471670435","A","1"
"644","0.735941146564167","A","1"
"645","2.3038858115705","A","1"
"646","2.29712720575179","A","1"
"647","1.45470517191211","A","1"
"648","2.26214617999964","A","1"
"649","2.02518185082649","A","1"
"650","2.03054171562674","A","1"
"651","1.98512331479821","A","1"
"652","0.188976356841777","A","1"
"653","1.73021766096472","A","1"
"654","1.99479336386812","A","1"
"655","2.67266913875348","A","1"
"656","1.24601447690539","A","1"
"657","2.77429075206342","A","1"
"658","2.85263023028569","A","1"
"659","4.754807144413","A","1"
"660","3.87526607596023","A","1"
"661","2.14201448872679","A","1"
"662","2.71553204328775","A","1"
"663","1.41753744261016","A","1"
"664","3.3789787042689","A","1"
"665","4.81170614406103","A","1"
"666","1.51644177652331","A","1"
"667","2.50104566984111","A","1"
"668","1.5839687516727","A","1"
"669","2.76320274055842","A","1"
"670","0.108210431053848","A","1"
"671","4.39336949151253","A","1"
"672","2.35328025075666","A","1"
"673","1.90914244958358","A","1"
"674","1.64627055923682","A","1"
"675","2.5013722804463","A","1"
"676","2.63207295344725","A","1"
"677","1.42814037984194","A","1"
"678","0.586428998794755","A","1"
"679","1.54901648826927","A","1"
"680","0.924000759022452","A","1"
"681","4.18361714899715","A","1"
"682","5.32697850142833","A","1"
"683","1.92864948067076","A","1"
"684","2.71830631217464","A","1"
"685","2.08111188316595","A","1"
"686","1.9372603366748","A","1"
"687","2.29815690384266","A","1"
"688","3.87266436431559","A","1"
"689","2.42082702937745","A","1"
"690","1.67973734039867","A","1"
"691","2.47476706254326","A","1"
"692","0.962302999475277","A","1"
"693","2.53678728328633","A","1"
"694","2.19475227312679","A","1"
"695","2.09628111720771","A","1"
"696","1.23836338743737","A","1"
"697","2.00290584701405","A","1"
"698","2.89212794512318","A","1"
"699","2.31523601230554","A","1"
"700","1.13284242918735","A","1"
"701","1.0666309461436","A","1"
"702","1.96345734732004","A","1"
"703","2.89517355320841","A","1"
"704","1.0143118454962","A","1"
"705","4.11928936312197","A","1"
"706","0.643747051705015","A","1"
"707","2.62249132556049","A","1"
"708","2.23526527153668","A","1"
"709","2.27837098184225","A","1"
"710","1.93637247578541","A","1"
"711","0.902526170310233","A","1"
"712","1.96581575196736","A","1"
"713","2.42406423887398","A","1"
"714","2.70515020904865","A","1"
"715","3.43710977875704","A","1"
"716","1.85253144969868","A","1"
"717","2.52708923421816","A","1"
"718","3.58362459923651","A","1"
"719","1.37489048823827","A","1"
"720","2.4201374720535","A","1"
"721","2.651877473232","A","1"
"722","2.04531614081862","A","1"
"723","3.82404454230602","A","1"
"724","4.19973912691688","A","1"
"725","1.25097010481619","A","1"
"726","2.21099731575085","A","1"
"727","2.41481220093322","A","1"
"728","3.50353598593272","A","1"
"729","1.820340723113","A","1"
"730","3.29198047020007","A","1"
"731","2.40108497654443","A","1"
"732","1.75644090000668","A","1"
"733","1.58307839938436","A","1"
"734","2.85308992458784","A","1"
"735","2.71171081472654","A","1"
"736","1.90939061247989","A","1"
"737","1.40593846871535","A","1"
"738","2.80745484449732","A","1"
"739","1.61818556834031","A","1"
"740","1.68020695963534","A","1"
"741","1.54639189132704","A","1"
"742","1.63852001074613","A","1"
"743","1.34607250313906","A","1"
"744","1.13603599514311","A","1"
"745","1.90819899172676","A","1"
"746","2.61886213243115","A","1"
"747","2.92606379433034","A","1"
"748","1.82434229036649","A","1"
"749","3.89410500213532","A","1"
"750","2.04838061457662","A","1"
"751","2.94505406278765","A","1"
"752","1.12681594250937","A","1"
"753","3.78487204738406","A","1"
"754","2.59642709624369","A","1"
"755","1.48744226309902","A","1"
"756","1.039042943813","A","1"
"757","1.03827398379993","A","1"
"758","3.41634121722597","A","1"
"759","1.79687846825396","A","1"
"760","2.55854138826854","A","1"
"761","1.89734702026149","A","1"
"762","-0.259395604671758","A","1"
"763","1.68432000182299","A","1"
"764","1.52537032219599","A","1"
"765","0.553056433059399","A","1"
"766","2.56716352326401","A","1"
"767","0.888784092182213","A","1"
"768","3.02739657281333","A","1"
"769","0.572263952427794","A","1"
"770","2.34301529971756","A","1"
"771","1.24151386397167","A","1"
"772","1.72247161022356","A","1"
"773","2.23355851096858","A","1"
"774","2.85984700843497","A","1"
"775","0.692525053005342","A","1"
"776","1.86584959401564","A","1"
"777","0.1431291741411","A","1"
"778","1.30316268188619","A","1"
"779","2.07414739545425","A","1"
"780","1.01999061456634","A","1"
"781","4.15614505808615","A","1"
"782","1.40253202536883","A","1"
"783","1.33765205553476","A","1"
"784","2.09879605633468","A","1"
"785","2.21018193917967","A","1"
"786","1.11664949551149","A","1"
"787","1.23060199146876","A","1"
"788","1.99631589071759","A","1"
"789","3.36666394562703","A","1"
"790","1.98517422923125","A","1"
"791","1.79923617746325","A","1"
"792","2.96107063648618","A","1"
"793","2.5929614620056","A","1"
"794","2.55642226603644","A","1"
"795","1.84174974511544","A","1"
"796","2.93737178036723","A","1"
"797","2.0007312927598","A","1"
"798","1.42804038818014","A","1"
"799","1.72240909096835","A","1"
"800","1.96973160358107","A","1"
"801","2.18774092517297","A","1"
"802","2.63806367304361","A","1"
"803","2.4364263896478","A","1"
"804","2.86576463664851","A","1"
"805","2.55614506614865","A","1"
"806","1.16258188315023","A","1"
"807","1.82731090231002","A","1"
"808","2.47241680414852","A","1"
"809","2.80773874009405","A","1"
"810","3.53128713798934","A","1"
"811","2.48230329180811","A","1"
"812","0.594483943327656","A","1"
"813","1.74414958821061","A","1"
"814","0.912496411387207","A","1"
"815","1.08986533118453","A","1"
"816","1.85792948630645","A","1"
"817","1.54298572984635","A","1"
"818","1.44692771945084","A","1"
"819","3.17186567150377","A","1"
"820","1.96769116238099","A","1"
"821","1.28171617097661","A","1"
"822","2.56775730617322","A","1"
"823","-0.116943475607496","A","1"
"824","2.67788406049342","A","1"
"825","2.61588574556744","A","1"
"826","2.20676223514216","A","1"
"827","2.42056799472364","A","1"
"828","1.7524371425986","A","1"
"829","-0.627704491361084","A","1"
"830","2.99346996216087","A","1"
"831","0.687520051995984","A","1"
"832","2.25608000578865","A","1"
"833","1.71505892735369","A","1"
"834","3.74245278438112","A","1"
"835","3.22512477630367","A","1"
"836","1.42882609246783","A","1"
"837","0.886134273076876","A","1"
"838","1.64157460166884","A","1"
"839","2.80702888787834","A","1"
"840","0.622347995480114","A","1"
"841","2.60081158283463","A","1"
"842","1.04464540153281","A","1"
"843","0.830352982820277","A","1"
"844","1.53361532312896","A","1"
"845","2.49782762873294","A","1"
"846","1.87240336975223","A","1"
"847","3.84734200277575","A","1"
"848","2.82845310567453","A","1"
"849","2.06696739656798","A","1"
"850","1.87838004507533","A","1"
"851","2.37161685654366","A","1"
"852","1.50353502653412","A","1"
"853","2.25962239075115","A","1"
"854","3.16453380483125","A","1"
"855","0.923692110033392","A","1"
"856","4.85673122153262","A","1"
"857","2.25565718262489","A","1"
"858","2.84509536652858","A","1"
"859","1.49942834400163","A","1"
"860","1.13036254581601","A","1"
"861","1.0147313849781","A","1"
"862","2.36830607529774","A","1"
"863","2.48428316050425","A","1"
"864","2.82186467058513","A","1"
"865","2.80679788273061","A","1"
"866","2.87309651864213","A","1"
"867","1.84157785222274","A","1"
"868","0.991440312609237","A","1"
"869","3.17389864667999","A","1"
"870","2.96381540040535","A","1"
"871","1.66386371196864","A","1"
"872","0.469901745082446","A","1"
"873","3.07230591673772","A","1"
